Al_sulfate_mol,Fe_sulfate_mol,Cu_sulfate_mol,Co_sulfate_mol,Ni_sulfate_mol,Mn_sulfate_mol,chem,temp,NaOH_stock,NaOH_mole,BattLeachate_volume
0.1656,0.04925,0.4207,0.2321,1.737,0.2232,NMC811,25,1,0.09897,1
0.03094,0.06896,0.4273,0.02383,0.02385,0.0228,NMC111,25,1,0.1415,1
0.1079,0.002003,0.2893,0.693,1.229,0.521,NMC523,25,1,0.1654,1
0.08892,0.001805,0.4211,0.1522,0.4042,0.2483,NMC532,25,1,0.7128,1
0.01558,0.05213,0.4333,0.1039,0.3135,0.1166,NMC622,25,1,0.05134,1
0.0601,0.01936,0.1628,0.1288,0.2521,0.08423,NMC523,25,1,0.4426,1
0.1871,0.04772,0.4548,0.6253,1.836,0.5896,NMC622,25,1,0.03454,1
0.09633,0.05264,0.3308,0.3198,0.2964,0.339,NMC111,25,1,0.1043,1
0.0888,0.08226,0.4014,0.2819,0.3064,0.2792,NMC111,25,1,0.03953,1
0.08786,0.01685,0.3272,0.6337,1.012,0.3961,NMC523,25,1,0.02134,1
0.08464,0.08368,0.1721,0.05157,0.1248,0.04556,NMC622,25,1,0.08974,1
0.153,0.1105,0.2382,0.5811,0.551,0.581,NMC111,25,1,1.288,1
0.2239,0.0346,0.3924,0.2241,0.5606,0.3529,NMC532,25,1,0.5745,1
0.1094,0.09076,0.3118,0.09727,0.827,0.1026,NMC811,25,1,0.3497,1
0.2249,0.01267,0.3914,0.2728,0.2871,0.2587,NMC111,25,1,0.8913,1
0.07587,0.0804,0.08349,0.218,2.039,0.2394,NMC811,25,1,0.9268,1
0.1309,0.00327,0.3015,0.2381,0.383,0.149,NMC523,25,1,0.4067,1
0.1645,0.008364,0.1543,0.16,0.4625,0.1533,NMC622,25,1,0.03003,1
0.06527,0.05915,0.1875,0.1931,0.2185,0.194,NMC111,25,1,1.037,1
0.1245,0.04619,0.1318,0.3943,1.09,0.3914,NMC622,25,1,0.09438,1
0.05168,0.08561,0.2272,0.9915,1.029,1.032,NMC111,25,1,0.3687,1
0.01942,0.05683,0.4474,0.6639,0.6596,0.696,NMC111,25,1,0.8431,1
0.05407,0.03247,0.1799,0.2982,2.399,0.3024,NMC811,25,1,0.02323,1
0.1157,0.07936,0.3133,0.05135,0.1507,0.05111,NMC622,25,1,0.6181,1
0.09051,0.0673,0.3953,0.5052,1.232,0.7908,NMC532,25,1,0.05293,1
0.08689,0.05875,0.2813,0.05912,0.4451,0.05941,NMC811,25,1,0.08,1
0.2069,0.009756,0.2077,0.368,0.8585,0.5637,NMC532,25,1,0.7331,1
0.02612,0.07947,0.05576,0.3694,0.6225,0.2591,NMC523,25,1,1.183,1
0.06037,0.0688,0.1084,0.5994,1.01,0.4048,NMC523,25,1,0.7811,1
0.1774,0.02589,0.4349,0.7433,1.104,0.3979,NMC523,25,1,0.6052,1
0.06267,0.02162,0.1075,0.307,0.85,0.4531,NMC532,25,1,0.02906,1
0.03809,0.06352,0.1598,0.4193,0.4348,0.4643,NMC111,25,1,0.09479,1
0.1358,0.0478,0.2932,0.2406,0.261,0.2548,NMC111,25,1,0.03304,1
0.1751,0.05883,0.4239,0.03179,0.03466,0.03163,NMC111,25,1,0.407,1
0.1068,0.02495,0.1302,0.8844,1.491,0.5986,NMC523,25,1,0.09356,1
0.02774,0.1081,0.2558,0.0811,0.2468,0.09264,NMC622,25,1,0.06392,1
0.1197,0.1079,0.3729,0.3993,0.7168,0.2783,NMC523,25,1,0.2705,1
0.1206,0.09453,0.1439,0.09264,0.2213,0.08193,NMC622,25,1,0.8592,1
0.1519,0.01546,0.1999,0.2344,0.7518,0.2239,NMC622,25,1,0.3276,1
0.07437,0.07009,0.3818,0.2346,0.5925,0.3425,NMC532,25,1,0.5856,1
0.1763,0.01711,0.3941,0.2738,0.7194,0.2278,NMC622,25,1,0.1999,1
0.1849,0.08889,0.2765,0.2583,0.8239,0.2875,NMC622,25,1,0.2708,1
0.01632,0.004942,0.3724,0.1958,1.453,0.1925,NMC811,25,1,1.39,1
0.04313,0.1098,0.286,0.2428,0.5873,0.3633,NMC532,25,1,0.4828,1
0.1186,0.08087,0.3839,0.6428,0.6398,0.6487,NMC111,25,1,0.07669,1
0.01061,0.01681,0.05113,0.7209,1.17,0.4736,NMC523,25,1,0.04357,1
0.1927,0.1079,0.4025,0.4607,0.4463,0.4822,NMC111,25,1,0.5899,1
0.1252,0.04,0.4336,0.08122,0.1423,0.056,NMC523,25,1,1.313,1
0.1806,0.1017,0.09733,0.1351,0.3657,0.2106,NMC532,25,1,0.8979,1
0.1588,0.006838,0.09827,0.2381,1.866,0.2371,NMC811,25,1,0.09124,1
0.204,0.01369,0.4459,0.7963,1.371,0.5464,NMC523,25,1,0.279,1
0.04646,0.01193,0.122,0.5253,1.49,0.5717,NMC622,25,1,0.07529,1
0.09684,0.09239,0.4411,0.3734,0.5834,0.2358,NMC523,25,1,0.3307,1
0.1127,0.02471,0.06792,0.07691,0.192,0.1122,NMC532,25,1,0.02003,1
0.1246,0.03239,0.1458,0.9191,0.9574,0.8429,NMC111,25,1,0.7581,1
0.01314,0.07553,0.05654,0.04766,0.04198,0.04987,NMC111,25,1,0.1401,1
0.1033,0.03031,0.4524,0.563,0.5913,0.5996,NMC111,25,1,0.9388,1
0.08697,0.0829,0.3297,0.4276,1.473,0.4347,NMC622,25,1,0.1508,1
0.1016,0.01469,0.2681,0.6892,0.6994,0.6746,NMC111,25,1,0.1294,1
0.2239,0.02267,0.07217,0.7487,0.7289,0.7002,NMC111,25,1,0.1269,1
0.1987,0.06776,0.3035,0.4959,1.552,0.5083,NMC622,25,1,0.8819,1
0.141,0.02292,0.1491,0.07181,0.07347,0.07563,NMC111,25,1,0.1459,1
0.2053,0.02487,0.102,0.07018,0.5531,0.06607,NMC811,25,1,0.08963,1
0.06736,0.03456,0.3741,0.3204,0.7559,0.5137,NMC532,25,1,0.2419,1
0.09739,0.06189,0.04952,0.9604,0.9014,0.9537,NMC111,25,1,0.04998,1
0.08714,0.05865,0.345,0.533,1.632,0.5176,NMC622,25,1,0.3766,1
0.1032,0.06715,0.1261,0.32,0.9291,0.3141,NMC622,25,1,0.02204,1
0.03761,0.005742,0.09024,0.184,0.5156,0.1679,NMC622,25,1,0.02747,1
0.1764,0.02695,0.05634,0.09747,0.8331,0.09988,NMC811,25,1,0.1697,1
0.2133,0.07228,0.1289,0.09362,0.7538,0.0979,NMC811,25,1,1.065,1
0.06905,0.02641,0.05523,0.5945,1.531,0.9013,NMC532,25,1,1.488,1
0.122,0.06857,0.3953,0.2347,1.893,0.2157,NMC811,25,1,0.05732,1
0.2011,0.05312,0.3648,0.1482,0.4904,0.1462,NMC622,25,1,0.09284,1
0.1831,0.01125,0.4501,0.2698,0.784,0.2607,NMC622,25,1,0.09756,1
0.01785,0.0704,0.2166,0.02612,0.06896,0.04404,NMC532,25,1,0.085,1
0.08843,0.03727,0.166,0.1353,0.3403,0.2018,NMC532,25,1,0.2187,1
0.02923,0.07111,0.3917,0.0379,0.3557,0.04397,NMC811,25,1,0.8403,1
0.1394,0.05666,0.0485,0.3479,0.9949,0.3129,NMC622,25,1,0.6843,1
0.1089,0.09816,0.06135,0.7108,0.757,0.7619,NMC111,25,1,0.1473,1
0.0324,0.08388,0.196,0.06422,0.5475,0.071,NMC811,25,1,0.1601,1
0.07929,0.08297,0.2491,0.526,1.009,0.3766,NMC523,25,1,0.04034,1
0.08579,0.0764,0.1863,0.1395,1.092,0.1489,NMC811,25,1,0.2228,1
0.1019,0.09272,0.2314,0.1514,1.103,0.1292,NMC811,25,1,1.183,1
0.03839,0.0611,0.4234,0.9164,1.395,0.5431,NMC523,25,1,0.1227,1
0.207,0.04617,0.2404,0.2542,2.119,0.2348,NMC811,25,1,0.4282,1
0.1788,0.02946,0.07451,0.7933,1.219,0.5315,NMC523,25,1,0.04819,1
0.1972,0.0636,0.1742,0.354,1.183,0.42,NMC622,25,1,0.05219,1
0.1735,0.09482,0.1712,0.5189,1.147,0.7989,NMC532,25,1,0.02727,1
0.1459,0.02211,0.3303,0.2543,0.6713,0.4009,NMC532,25,1,0.03101,1
0.2221,0.06987,0.1471,0.7679,1.283,0.5064,NMC523,25,1,0.6989,1
0.1473,0.05377,0.02031,0.3952,0.9925,0.573,NMC532,25,1,0.5601,1
0.1371,0.05345,0.241,0.2477,2.108,0.2578,NMC811,25,1,0.1072,1
0.1985,0.0336,0.1998,0.8683,1.017,1.039,NMC111,25,1,0.04724,1
0.03918,0.006287,0.3803,0.5206,1.336,0.8044,NMC532,25,1,0.1451,1
0.1368,0.01487,0.1656,0.4225,1.098,0.682,NMC532,25,1,0.04329,1
0.1803,0.07598,0.3374,0.6439,1.026,0.4141,NMC523,25,1,0.4247,1
0.1361,0.01787,0.3105,0.4243,1.103,0.6671,NMC532,25,1,0.228,1
0.02021,0.002543,0.1199,0.4037,0.4276,0.3959,NMC111,25,1,0.04142,1
0.06788,0.06789,0.2096,0.04461,0.1024,0.06111,NMC532,25,1,0.1138,1
0.04116,0.03089,0.3265,0.137,0.1392,0.137,NMC111,25,1,0.1543,1
0.05705,0.01785,0.3058,0.04001,0.1112,0.04148,NMC622,25,1,0.4343,1
0.1803,0.004385,0.3975,0.6302,1.104,0.465,NMC523,25,1,0.0316,1
0.06987,0.008192,0.3171,0.3066,0.9109,0.3093,NMC622,25,1,0.1496,1
0.2095,0.02888,0.3842,0.7443,0.8469,0.7905,NMC111,25,1,0.394,1
0.1177,0.05751,0.1007,0.198,1.625,0.2191,NMC811,25,1,0.1808,1
0.05423,0.06796,0.03103,0.2047,0.578,0.2149,NMC622,25,1,0.02207,1
0.1928,0.1026,0.3983,0.2394,0.4447,0.1839,NMC523,25,1,0.02402,1
0.1422,0.02619,0.07538,0.1138,0.3624,0.1132,NMC622,25,1,0.6434,1
0.09053,0.08169,0.3574,1.034,0.9945,0.9704,NMC111,25,1,0.1315,1
0.2259,0.04629,0.165,0.2878,0.4995,0.2023,NMC523,25,1,0.4334,1
0.1418,0.02781,0.313,0.1034,0.8291,0.1121,NMC811,25,1,0.1748,1
0.2171,0.08094,0.2715,0.1539,1.25,0.1484,NMC811,25,1,0.4514,1
0.09822,0.04822,0.2342,0.1175,0.13,0.1254,NMC111,25,1,0.9973,1
0.209,0.009016,0.2161,0.2872,0.8031,0.5026,NMC532,25,1,0.7138,1
0.06908,0.03565,0.1654,0.8327,1.287,0.5525,NMC523,25,1,0.02612,1
0.1424,0.0748,0.2069,0.6588,0.6968,0.6534,NMC111,25,1,1.004,1
0.2044,0.08839,0.25,0.8378,1.338,0.5699,NMC523,25,1,0.1014,1
0.1618,0.08244,0.2793,0.3943,1.109,0.4199,NMC622,25,1,0.143,1
0.03486,0.06989,0.109,0.1886,0.56,0.1788,NMC622,25,1,1.042,1
0.109,0.02647,0.06697,0.5064,0.4577,0.4212,NMC111,25,1,0.3014,1
0.06386,0.002141,0.01118,0.894,0.8362,0.8304,NMC111,25,1,1.443,1
0.2161,0.008139,0.3972,0.04392,0.04834,0.04555,NMC111,25,1,0.0308,1
0.01059,0.03132,0.2831,0.1674,0.5051,0.1696,NMC622,25,1,1.193,1
0.02854,0.09189,0.1588,0.4911,1.56,0.5605,NMC622,25,1,0.1522,1
0.02543,0.06743,0.2679,0.1145,0.3413,0.1178,NMC622,25,1,0.03938,1
0.1334,0.05063,0.1841,0.1745,1.33,0.1772,NMC811,25,1,0.1289,1
0.08318,0.03299,0.05141,0.04295,0.3316,0.0391,NMC811,25,1,0.9894,1
0.1204,0.0286,0.289,0.1253,0.3638,0.1149,NMC622,25,1,0.6104,1
0.08552,0.09786,0.1909,0.025,0.06091,0.0342,NMC532,25,1,0.2844,1
0.181,0.008953,0.3648,0.1022,0.3066,0.1099,NMC622,25,1,0.03948,1
0.1416,0.04558,0.3772,0.3634,0.6378,0.2539,NMC523,25,1,0.686,1
0.2039,0.1068,0.03819,0.1376,0.3751,0.1338,NMC622,25,1,0.318,1
0.1923,0.05446,0.414,0.2496,0.7508,0.243,NMC622,25,1,0.1523,1
0.04072,0.04315,0.04861,0.4383,1.374,0.453,NMC622,25,1,0.02245,1
0.01911,0.02094,0.2438,0.2507,0.6795,0.3589,NMC532,25,1,0.0458,1
0.1257,0.02383,0.1268,0.4474,0.503,0.4502,NMC111,25,1,0.4911,1
0.09766,0.056,0.3085,0.1066,0.2651,0.1598,NMC532,25,1,0.4574,1
0.1753,0.04834,0.1759,0.7545,0.8475,0.8099,NMC111,25,1,0.1673,1
0.1956,0.07014,0.3631,0.1701,0.4758,0.2607,NMC532,25,1,0.09018,1
0.1779,0.05243,0.3759,0.1109,0.2887,0.171,NMC532,25,1,0.03341,1
0.1364,0.0309,0.098,0.05064,0.05245,0.05063,NMC111,25,1,0.5582,1
0.023,0.03837,0.3259,0.05829,0.1346,0.08902,NMC532,25,1,0.02128,1
0.07592,0.0839,0.3545,0.4791,0.82,0.3209,NMC523,25,1,1.287,1
0.2197,0.1102,0.08493,0.07325,0.07272,0.07557,NMC111,25,1,0.02649,1
0.08278,0.08233,0.06952,0.1106,0.8038,0.09773,NMC811,25,1,0.1529,1
0.05919,0.04829,0.4336,0.8274,1.365,0.5518,NMC523,25,1,0.03881,1
0.1258,0.02351,0.1854,0.1467,1.193,0.1389,NMC811,25,1,0.2865,1
0.07265,0.09107,0.3025,0.177,1.394,0.175,NMC811,25,1,1.109,1
0.05793,0.006523,0.3626,0.2959,0.5074,0.1817,NMC523,25,1,0.03759,1
0.1413,0.03268,0.2615,0.3262,2.185,0.3044,NMC811,25,1,0.03642,1
0.224,0.09284,0.06696,0.1932,1.531,0.1986,NMC811,25,1,1.127,1
0.2151,0.05689,0.007702,0.4735,0.4763,0.4698,NMC111,25,1,0.3074,1
0.2107,0.05108,0.2054,0.2313,1.929,0.2501,NMC811,25,1,0.07632,1
0.1683,0.1078,0.219,0.07882,0.6895,0.08668,NMC811,25,1,0.6021,1
0.05892,0.08568,0.4011,0.05857,0.09552,0.04085,NMC523,25,1,0.6185,1
0.09165,0.1092,0.0415,0.7095,0.7122,0.6653,NMC111,25,1,0.1363,1
0.2259,0.02213,0.05961,0.04756,0.4033,0.05319,NMC811,25,1,0.05787,1
0.1793,0.01945,0.1045,0.423,1.346,0.4288,NMC622,25,1,1.208,1
0.05588,0.07867,0.06432,0.2982,0.9384,0.2928,NMC622,25,1,0.2041,1
0.1045,0.03799,0.0525,0.1334,0.4508,0.1467,NMC622,25,1,0.04936,1
0.03763,0.1106,0.02102,0.08413,0.6569,0.08138,NMC811,25,1,0.1868,1
0.08134,0.05131,0.3909,0.106,0.9169,0.1027,NMC811,25,1,1.235,1
0.1494,0.03368,0.03398,0.5074,1.307,0.8083,NMC532,25,1,0.3009,1
0.1111,0.02538,0.3218,0.1814,0.3089,0.1116,NMC523,25,1,0.8631,1
0.09353,0.08616,0.1261,0.2859,0.5611,0.2124,NMC523,25,1,0.05676,1
0.1237,0.1017,0.3454,0.3858,1.208,0.4198,NMC622,25,1,0.1041,1
0.2002,0.07174,0.06862,0.1928,1.458,0.1719,NMC811,25,1,0.06907,1
0.01357,0.08784,0.3066,0.6452,0.6858,0.6861,NMC111,25,1,0.1226,1
0.1448,0.02164,0.3867,0.3629,0.9576,0.6051,NMC532,25,1,0.02952,1
0.1223,0.05277,0.2629,0.3959,1.071,0.5818,NMC532,25,1,0.3777,1
0.06472,0.03184,0.3515,0.5756,1.098,0.415,NMC523,25,1,0.07835,1
0.1755,0.02204,0.226,0.3488,0.8439,0.5108,NMC532,25,1,0.07528,1
0.1695,0.00928,0.1036,0.497,1.372,0.4912,NMC622,25,1,0.8024,1
0.1375,0.04069,0.3467,0.4353,1.351,0.4368,NMC622,25,1,1.281,1
0.1431,0.09717,0.09665,0.6054,0.6416,0.5817,NMC111,25,1,0.1894,1
0.05168,0.03184,0.05433,0.05644,0.05221,0.05526,NMC111,25,1,1.175,1
0.07208,0.03207,0.1375,0.3356,0.8524,0.4901,NMC532,25,1,0.02116,1
0.02545,0.03053,0.4395,0.01428,0.1125,0.01463,NMC811,25,1,0.116,1
0.08724,0.009022,0.3965,0.5129,1.244,0.7589,NMC532,25,1,0.5308,1
0.05432,0.04345,0.3303,0.8152,1.377,0.5374,NMC523,25,1,1.082,1
0.02087,0.06338,0.399,0.5618,1.511,0.8581,NMC532,25,1,0.4725,1
0.1011,0.04418,0.3052,0.6043,0.5758,0.6089,NMC111,25,1,0.08825,1
0.1476,0.02571,0.2115,0.2316,0.6754,0.2318,NMC622,25,1,0.312,1
0.2011,0.01077,0.3976,0.0841,0.6769,0.07772,NMC811,25,1,1.231,1
0.01902,0.05962,0.03534,0.2969,0.4738,0.1912,NMC523,25,1,0.9873,1
0.09605,0.03849,0.2337,0.1241,0.9921,0.123,NMC811,25,1,0.7488,1
0.003794,0.03401,0.1025,0.282,2.458,0.3035,NMC811,25,1,0.0208,1
0.1558,0.0745,0.3946,0.1153,0.9274,0.1186,NMC811,25,1,0.1189,1
0.004715,0.003236,0.2339,0.3367,0.5989,0.2163,NMC523,25,1,0.2839,1
0.0774,0.02469,0.3664,0.1164,0.1085,0.1015,NMC111,25,1,0.1272,1
0.09501,0.04949,0.3974,0.2276,2.084,0.2507,NMC811,25,1,0.1231,1
0.05889,0.1032,0.3405,0.1073,0.1884,0.0678,NMC523,25,1,0.02815,1
0.02656,0.1026,0.1673,0.1583,0.4788,0.1698,NMC622,25,1,0.1203,1
0.2015,0.03605,0.1269,0.198,1.489,0.1989,NMC811,25,1,0.5607,1
0.02792,0.02365,0.1028,0.3747,0.9097,0.5881,NMC532,25,1,0.2804,1
0.1938,0.07278,0.454,0.2063,0.6167,0.1882,NMC622,25,1,0.1138,1
0.02024,0.09477,0.04891,0.1024,0.108,0.1047,NMC111,25,1,0.2637,1
0.05915,0.03794,0.4299,0.5617,0.9376,0.3442,NMC523,25,1,1.132,1
0.2213,0.03752,0.3309,0.02019,0.04879,0.03157,NMC532,25,1,1.466,1
0.1389,0.08029,0.4208,0.1717,1.475,0.1616,NMC811,25,1,0.09203,1
0.05352,0.06227,0.3497,0.4341,1.237,0.4635,NMC622,25,1,1.328,1
0.01502,0.08565,0.3201,0.4987,1.304,0.5151,NMC622,25,1,1.017,1
0.0566,0.05052,0.09317,0.3571,0.6121,0.238,NMC523,25,1,0.9005,1
0.0855,0.01153,0.3601,0.09283,0.7099,0.09261,NMC811,25,1,0.04851,1
0.07177,0.007858,0.1209,0.3074,0.7327,0.4393,NMC532,25,1,0.03704,1
0.02268,0.015,0.1818,1.026,0.9808,0.959,NMC111,25,1,0.02107,1
0.1391,0.02769,0.2577,1.043,0.9466,1.014,NMC111,25,1,0.02247,1
0.04061,0.04851,0.02365,0.6326,1.509,0.9354,NMC532,25,1,0.3857,1
0.06803,0.1102,0.2556,0.2379,0.5328,0.3647,NMC532,25,1,0.3823,1
0.07521,0.04205,0.04316,0.6285,0.9155,0.3837,NMC523,25,1,0.1276,1
0.01769,0.003335,0.1286,0.613,0.606,0.6734,NMC111,25,1,0.5506,1
0.1925,0.00691,0.3069,0.4467,1.06,0.7028,NMC532,25,1,0.04796,1
0.03648,0.003126,0.06715,0.5781,1.503,0.8948,NMC532,25,1,0.02082,1
0.1364,0.0653,0.08613,0.3007,1.014,0.3177,NMC622,25,1,0.03734,1
0.151,0.02894,0.3637,0.03048,0.2348,0.02956,NMC811,25,1,0.1068,1
0.05391,0.05014,0.1732,0.4696,0.4772,0.5179,NMC111,25,1,0.2736,1
0.1546,0.0343,0.2451,0.3598,0.6052,0.2529,NMC523,25,1,0.08902,1
0.01489,0.07278,0.2907,0.721,1.375,0.9276,NMC532,25,1,0.1249,1
0.03451,0.003247,0.4558,0.4992,0.8363,0.3306,NMC523,25,1,0.05281,1
0.1773,0.006043,0.3398,0.2482,0.2522,0.2173,NMC111,25,1,0.04665,1
0.05211,0.1018,0.3074,0.5679,0.9866,0.3716,NMC523,25,1,0.06416,1
0.06039,0.01781,0.06708,0.187,0.5163,0.1865,NMC622,25,1,0.9946,1
0.02006,0.01565,0.2727,0.18,0.4709,0.167,NMC622,25,1,0.3403,1
0.2205,0.0319,0.1305,0.2767,0.8234,0.2671,NMC622,25,1,0.2327,1
0.007038,0.007766,0.01662,0.01312,0.03127,0.02052,NMC532,25,1,0.04774,1
0.03432,0.08648,0.1513,0.1335,1.134,0.1441,NMC811,25,1,0.02428,1
0.05316,0.04908,0.4422,0.2588,0.5937,0.3511,NMC532,25,1,0.07157,1
0.1043,0.002962,0.08681,0.4198,0.6868,0.309,NMC523,25,1,0.601,1
0.1067,0.03177,0.1246,0.8228,0.8417,0.7513,NMC111,25,1,0.6767,1
0.02923,0.1049,0.02982,0.3732,0.9079,0.5426,NMC532,25,1,0.1112,1
0.2135,0.054,0.3363,0.2932,0.6815,0.4342,NMC532,25,1,0.379,1
0.07654,0.08471,0.2376,0.1606,0.1624,0.1578,NMC111,25,1,0.03237,1
0.2081,0.02131,0.3318,0.06326,0.09853,0.03742,NMC523,25,1,0.03333,1
0.1261,0.1111,0.2271,0.02591,0.1904,0.02677,NMC811,25,1,1.053,1
0.2127,0.0279,0.3836,0.7964,1.189,0.4972,NMC523,25,1,0.02358,1
0.1175,0.05556,0.3899,0.1655,0.5247,0.1623,NMC622,25,1,0.1663,1
0.1586,0.09698,0.1629,0.2565,0.6488,0.3892,NMC532,25,1,0.2526,1
0.1345,0.1031,0.08664,0.2066,0.3123,0.1503,NMC523,25,1,0.7256,1
0.1584,0.1065,0.3678,0.133,0.3152,0.2022,NMC532,25,1,0.9622,1
0.2258,0.03824,0.2248,0.7679,0.8039,0.8589,NMC111,25,1,0.1007,1
0.2258,0.08402,0.121,0.2277,1.844,0.217,NMC811,25,1,0.9512,1
0.06725,0.02518,0.2905,0.4764,1.213,0.6829,NMC532,25,1,0.04816,1
0.07737,0.04987,0.02887,0.5087,1.46,0.5363,NMC622,25,1,1.19,1
0.1352,0.02364,0.3554,1.053,0.9739,1.053,NMC111,25,1,0.1605,1
0.1666,0.04538,0.03717,0.09785,0.7767,0.09422,NMC811,25,1,0.05922,1
0.04366,0.01605,0.1296,0.1337,1.154,0.1242,NMC811,25,1,1.4,1
0.009657,0.106,0.3337,0.4602,1.499,0.4616,NMC622,25,1,0.03481,1
0.06839,0.05288,0.3629,0.458,0.4155,0.4262,NMC111,25,1,0.0512,1
0.06565,0.05945,0.273,0.8265,1.333,0.5213,NMC523,25,1,0.02202,1
0.04249,0.09236,0.3655,0.2842,0.6801,0.434,NMC532,25,1,0.2616,1
0.06387,0.08752,0.4126,0.188,0.4345,0.2896,NMC532,25,1,0.3434,1
0.1595,0.04019,0.04609,0.5178,1.313,0.5142,NMC622,25,1,0.07583,1
0.09237,0.0878,0.4149,0.09318,0.7195,0.08729,NMC811,25,1,0.07189,1
0.2224,0.08399,0.2178,0.7585,1.463,0.5176,NMC523,25,1,0.368,1
0.1138,0.06691,0.1211,0.3304,0.3414,0.3529,NMC111,25,1,0.07231,1
0.1983,0.06811,0.04005,0.08075,0.5903,0.07716,NMC811,25,1,0.689,1
0.223,0.025,0.1462,0.07144,0.1981,0.1029,NMC532,25,1,0.04571,1
0.02793,0.02006,0.3367,0.2356,0.4806,0.3054,NMC532,25,1,0.12,1
0.2221,0.04652,0.04765,0.785,0.8068,0.8387,NMC111,25,1,0.04583,1
0.1477,0.06023,0.3111,0.8893,1.534,0.6219,NMC523,25,1,0.03136,1
0.03712,0.08279,0.1463,0.3126,0.5486,0.2025,NMC523,25,1,0.2158,1
0.222,0.01631,0.2344,0.4062,1.231,0.4013,NMC622,25,1,0.104,1
0.1449,0.03444,0.3485,0.3533,0.3868,0.3571,NMC111,25,1,0.02347,1
0.1125,0.06655,0.2932,0.8706,0.88,0.7427,NMC111,25,1,0.1536,1
0.208,0.09172,0.1175,0.5432,1.524,0.5442,NMC622,25,1,0.06082,1
0.03281,0.08072,0.08906,0.9863,1.009,1.043,NMC111,25,1,0.4356,1
0.04861,0.1069,0.1643,0.4726,0.9501,0.3474,NMC523,25,1,0.02069,1
0.09287,0.06481,0.2428,0.3889,0.9193,0.5418,NMC532,25,1,0.287,1
0.1849,0.01705,0.01886,0.2072,1.552,0.1841,NMC811,25,1,0.5426,1
0.02567,0.04726,0.4136,0.2801,0.784,0.4534,NMC532,25,1,0.04534,1
0.1946,0.07649,0.4496,0.3738,0.9256,0.6071,NMC532,25,1,0.179,1
0.05439,0.01447,0.1029,0.4852,1.513,0.5163,NMC622,25,1,0.1301,1
0.1848,0.052,0.4089,0.05046,0.1364,0.07771,NMC532,25,1,0.0459,1
0.1819,0.06375,0.3139,0.1652,0.5413,0.1741,NMC622,25,1,0.6514,1
0.145,0.04367,0.2116,0.5282,1.51,0.4727,NMC622,25,1,0.04246,1
0.1857,0.09886,0.2983,0.5264,1.466,0.5341,NMC622,25,1,0.05973,1
0.1599,0.05262,0.2006,0.03351,0.09164,0.02734,NMC622,25,1,0.02007,1
0.06787,0.04135,0.07639,1.024,0.9452,0.9645,NMC111,25,1,0.236,1
0.2179,0.07181,0.01134,0.3569,0.9287,0.5986,NMC532,25,1,0.03187,1
0.1193,0.04454,0.06312,0.3364,0.6709,0.2597,NMC523,25,1,0.122,1
0.1034,0.08057,0.3949,0.1135,0.9349,0.1152,NMC811,25,1,0.6638,1
0.08059,0.02308,0.1233,0.3463,0.8581,0.526,NMC532,25,1,0.2274,1
0.1123,0.01179,0.03082,0.4321,1.377,0.4457,NMC622,25,1,0.0291,1
0.01996,0.05735,0.2453,0.06512,0.5236,0.06464,NMC811,25,1,0.02237,1
0.04108,0.103,0.1441,0.2001,0.2034,0.2066,NMC111,25,1,0.0519,1
0.008308,0.05341,0.122,0.5653,1.35,0.8912,NMC532,25,1,0.7615,1
0.2129,0.05907,0.05561,0.1914,1.66,0.2083,NMC811,25,1,0.0764,1
0.1599,0.003699,0.3934,0.5116,1.28,0.8195,NMC532,25,1,0.08638,1
0.1399,0.07449,0.23,0.1032,0.2317,0.1577,NMC532,25,1,0.04439,1
0.0661,0.09909,0.1687,0.7757,1.368,0.5143,NMC523,25,1,1.413,1
0.209,0.07706,0.3297,0.02223,0.03446,0.01444,NMC523,25,1,1.116,1
0.1284,0.03531,0.3411,0.06432,0.5919,0.06828,NMC811,25,1,0.201,1
0.1856,0.007582,0.2411,0.7443,1.463,0.569,NMC523,25,1,0.1513,1
0.1207,0.04591,0.4126,0.7553,0.681,0.6805,NMC111,25,1,0.188,1
0.05068,0.1074,0.1758,0.4745,1.063,0.7399,NMC532,25,1,0.7435,1
0.1344,0.02861,0.3515,0.6393,1.467,0.8873,NMC532,25,1,0.1642,1
0.1292,0.05282,0.3049,0.1493,0.1619,0.1516,NMC111,25,1,0.7134,1
0.1993,0.01206,0.2247,0.3156,0.3102,0.3453,NMC111,25,1,0.03453,1
0.1066,0.07589,0.1455,0.2581,0.2684,0.2558,NMC111,25,1,0.1911,1
0.1754,0.02964,0.2238,0.3191,0.5736,0.2165,NMC523,25,1,0.2445,1
0.1989,0.03629,0.3687,0.1313,0.99,0.138,NMC811,25,1,0.4887,1
0.06205,0.04719,0.0343,0.5431,1.734,0.5773,NMC622,25,1,0.5995,1
0.1057,0.09292,0.2307,0.8502,1.436,0.5589,NMC523,25,1,0.6068,1
0.1046,0.06147,0.3346,0.8324,0.7942,0.8155,NMC111,25,1,0.3868,1
0.02804,0.01215,0.4255,0.01454,0.03616,0.0227,NMC532,25,1,0.04068,1
0.1105,0.01094,0.2319,0.06629,0.1388,0.08738,NMC532,25,1,0.7218,1
0.1398,0.07847,0.03781,0.3414,1.052,0.3475,NMC622,25,1,1.133,1
0.1205,0.0141,0.1443,0.2418,2.016,0.2679,NMC811,25,1,0.03279,1
